region,location,street_address,num_of_rooms,size,fee,final_price,initial_price,year_built
Nacka,Nacka,"Tollarevägen 53, 6tr",4,101 ,4888,4900000,4695000,2017
Stockholm,HammarbySjöstad,Lumaparksvägen 3,4,92 ,5066,5995000,5995000,2016
Stockholm,Stockholm,Kransbindarvägen 41,2.5,51 ,2950,3100000,2595000,1940
Stockholm,Kungsholmen,"Pipersgatan 16, 3 tr",2,43.5 ,3255,3900000,3900000,1934
Stockholm,Fruängen,Ada Nilssons gata 11 ,2,43 ,2259,2550000,2395000,2010
Stockholm,NorraDjurgårdsstaden,"Fågelhundsgatan 20, 3tr",3,84 ,4765,6700000,2395000,2013
Stockholm,Birkastan,Robert Almströmsgatan 6,2.5,62 ,3578,5800000,5250000,1929
Stockholm,Farsta,"Ölmevägen 10, 3tr",3,78 ,4209,2330000,2395000,1958
Stockholm,Västertorp,Slalomvägen 34,2.5,53 ,2988,3020000,2495000,1950
Stockholm,Kungsholmen,Fridhemsgatan 70,3,106 ,4959,10125000,8695000,1906
Nacka,VästraOrminge,Skarpövägen 1,2,61 ,3224,1970000,1795000,1971
Stockholm,GamlaEnskede,"Nynäsvägen 309, 2 tr högst upp",1.5,43 ,2541,2900000,2500000,1915
Stockholm,Annedal,Tummelisas Gata 4,4,95 ,5460,4900000,4750000,2014
Stockholm,Stockholm,Borgarfjordsgatan 21B,3,83 ,4700,2800000,2900000,2016
Stockholm,Hägerstensåsen,"Sparbanksvägen 40, 3tr",2,45 ,2959,2780000,2495000,2016
Stockholm,Gullmarsplan,"Grafikvägen 1, 2tr",1,25 ,1305,2260000,1995000,2016
Stockholm,Kista,Helsingörsgatan 34 1 tr,3,81 ,4799,2250000,2300000,2016
Stockholm,Sofia,"Ringvägen 122, 1 tr",1,38 ,1422,2815000,2495000,1964
Stockholm,Kungsholmen,Alströmergatan 49,1,24 ,1672,2550000,2145000,1929
Stockholm,Åkeshov,Snörmakarvägen 35A,2,43 ,2343,2600000,2150000,2016
Stockholm,Östermalm,Melodislingan 22,4,105.5 ,6869,10400000,10495000,2019
Sundbyberg,Ör,"Örsvängen 7, 4 tr",4,87 ,3656,3700000,3395000,1965
Stockholm,Årsta,Skedviksvägen 1,3,60 ,3175,3050000,2495000,1965
Nacka,HammarbySjöstad,Skeppsmäklargatan 49,4,95 ,4241,5325000,5400000,2019
Stockholm,Katarina,Götgatan 99,2,59 ,1806,4900000,4250000,1907
Stockholm,Östermalm,"Furusundsgatan 13, 7 tr.",3,81 ,3144,6710000,6495000,1939
Stockholm,Årsta,Hummelvägen 2,3,70 ,4310,3150000,2995000,1951
Stockholm,Hägerstensåsen,Inteckningsvägen 56,3,56 ,3902,2950000,3050000,1945
Sollentuna,Helenelund,"Stupvägen 71, 4tr",3,73.1 ,3625,2235000,2350000,1970
Stockholm,Gubbängen,"Skåpvägen 3, 1tr",2,57 ,2932,2550000,2095000,1946
Stockholm,Kungsholmen,"Vitalisvägen 6, 1,5 tr ",2,38.5 ,2048,3250000,2795000,1931
Stockholm,Östermalm,Banérgatan 50,1,30 ,2110,3000000,3100000,1937
Solna,VästraSkogen,"Epistelvägen 1B, 2tr",2,36 ,1950,2740000,2740000,2016
Stockholm,Södermalm,Vindragarvägen 2,2,61 ,3484,5200000,4650000,1945
Stockholm,Fruängen,Lina Sandells Plan 22,1,27 ,2083,2100000,1595000,1955
Solna,Frösunda,"Gustav III:s Boulevard 6, Vån 4",3,69 ,4016,4310000,3495000,1998
Stockholm,Hässelby,Maltesholmsvägen 167,5,112 ,6529,2915000,2750000,1958
Solna,Råsunda,Vasavägen 7,3,81 ,3789,4850000,4750000,2007
Stockholm,Bagarmossen,Ljusnevägen 4,3,77 ,4035,3900000,3295000,2009
Stockholm,Östermalm,Nybrogatan 50,1,25 ,561,2850000,2495000,1942
Stockholm,Kungsholmen,"John Ericssonsgatan 11, vån 5",3,50 ,2905,4700000,4395000,1935
Sundbyberg,Sundbyberg,Solvallavägen 46B,4,85.5 ,3845,3070000,2895000,1957
Stockholm,Hammarbyhöjden,Finn Malmgrens väg 59,2,38 ,3130,2400000,2095000,1943
Stockholm,Aspudden,Torsten Alms gata 13,3,73 ,3608,4950000,3895000,1948
Stockholm,NorraDjurgårdsstaden,"Jaktgatan 9, 7tr",4,101 ,5892,9100000,8495000,2013
Stockholm,Stockholm,"Ola Hanssonsgatan 6, 2tr",2,50 ,3148,3900000,3495000,2013
Nacka,JärlaSjö,Fingerörtsvägen 10,1,45 ,2881,2325000,2085000,2007
Stockholm,Husby,"Lofotengatan 11, 3tr",3,80 ,5212,2500000,2295000,1974
Stockholm,Fruängen,"Kata Dalströms gata 3, 2½ tr",2,55 ,3102,2750000,2250000,1955
Solna,Huvudsta,Krysshammarvägen 16,2.5,61.2 ,2028,3000000,2695000,1965
Stockholm,Bromma,Stångjärnsvägen 3,2,46 ,2713,2450000,1995000,1965
Stockholm,Södermalm,"Gotlandsgatan 68, 5 tr",3,65 ,4632,5850000,5475000,1910
Stockholm,Vasastan,"Observatoriegatan 12 A, 2tr",2,54 ,2290,6060000,4950000,1888
Sundbyberg,Sundbyberg,Oxenstiernas Allé 20,4,87 ,4843,3515000,3550000,2015
Stockholm,Kungsholmen,"Lindhagensterrassen 19, 14 tr",3,79 ,3297,6600000,6195000,2009
Stockholm,Vasastan,"Surbrunnsgatan 13, 3tr",4,115 ,5071,9250000,9450000,1885
Stockholm,Abrahamsberg,Arkitektvägen 45,2,50 ,2901,3470000,3495000,2017
Stockholm,Södermalm,Högalidsgatan 46A,2,66 ,3390,5680000,5250000,1913
Stockholm,Vasastan,Karlbergsvägen 38,4,80.4 ,3455,7400000,6995000,1913
Stockholm,AndelibostadsföreningEnskede,Fågelkärrsvägen 2C,1,44 ,2473,2580000,2350000,1927
Stockholm,Stockholm,"Folkungagatan 74A, 2tr",2,59 ,2393,5200000,4850000,1913
Stockholm,Årsta,Slätbaksvägen 6,2,44.5 ,2758,2470000,2250000,1943
Sollentuna,Tureberg,"Turebergs Allé 47, 2tr",2,44 ,2255,2150000,2095000,2017
Stockholm,Bromma,Follingbogatan 14,2,73.5 ,3271,3450000,2995000,2017
Stockholm,Vasastan,"Norrbackagatan 30, 1 tr",3,81 ,2523,8000000,6895000,1925
Stockholm,Bromma,Gubbkärrsvägen 19A,2,66 ,3948,3150000,3150000,2016
Stockholm,Östermalm,"Brahegatan 37, 1 ½ tr",2,56 ,3178,5950000,5595000,1880
Nacka,Nacka,Stensövägen 7,4,97 ,6316,2650000,2495000,1971
Nacka,JärlaSjö,"Järla Gårdsväg 13, 1 tr",3,78 ,5304,4005000,3695000,2006
Stockholm,Kungsholmen,"Igeldammsgatan 22A, 4 tr",3,84 ,4584,7550000,7550000,1897
Stockholm,Telefonplan,"Responsgatan 5, 1tr",2,49 ,2850,3350000,2795000,2008
Stockholm,Hägerstensåsen,Bokbindarvägen 55,2,40 ,2060,2600000,2095000,1944
Stockholm,Aspudden,"Hägerstensvägen 129, vån 2 av 3",2,61 ,3774,4475000,3795000,1912
Stockholm,Årsta,"Tämnarvägen 30, 2 tr",2,55 ,2947,2700000,2275000,1945
Stockholm,Hammarbyhöjden,"Petrejusvägen 49, 2 tr",3,62 ,4179,3800000,3350000,1939
Stockholm,Årsta,"Dellensvägen 26, 2tr",2,62 ,3438,3300000,2850000,1946
Stockholm,Kista,Borgarfjordsgatan 21A våning 35 av 35,2,59 ,3645,2995000,2995000,2015
Stockholm,Kungsholmen,"P O Hallmans Gata 15, 8tr",2.5,83.2 ,3778,6210000,5995000,1998
Stockholm,NedreGärdet,Storskärsgatan 3,1,31 ,1523,3150000,2995000,1938
Solna,SolnaHuvudsta,"Släggbacken 4, vån 1",3,91 ,4839,3235000,2895000,1965
Solna,Frösunda,"Signalistgatan 6, 5 tr",3,83.7 ,4026,5750000,3995000,2002
Stockholm,Vasastan,Körsbärsvägen 20,2,36 ,1972,3280000,2895000,1936
Stockholm,Södermalm,Anders Reimers Väg 10,2,50 ,3289,4830000,3995000,1942
Sundbyberg,Rissne,"Kavallerivägen 20B, 6tr",4,86 ,4681,3100000,2695000,2004
Stockholm,Kungsholmen,"Strålgatan 33, vån 3/3",2.5,56 ,3395,4250000,3795000,1939
Solna,Huvudsta,"Huvudstagatan 29, 1 tr",1,20 ,1137,2100000,1980000,1953
Stockholm,Bandhagen,Stjärnsundsgatan 5,3,67 ,3437,2100000,1750000,1960
Stockholm,Vasastan,"Tre Liljor 5, 2tr",3.5,126 ,4621,9820000,8450000,1926
Stockholm,Vasastan,"Gävlegatan 3, 4tr",2,46 ,1668,4350000,3950000,1926
Stockholm,Östermalm,"Karlaplan 21 A, 6 tr",1.5,42 ,1485,3900000,3795000,1973
Solna,Järvastaden,Fridensborgsvägen 54,2,42 ,2367,2750000,2495000,2009
Stockholm,Södermalm,Tideliusgatan 13 1tr.,3,80 ,2301,6800000,6495000,1968
Stockholm,Birkastan,Karlbergsvägen 87B,2,53 ,2609,4900000,4195000,1912
Stockholm,HammarbySjöstad,"Redargatan 3, 4tr",3,93 ,5135,5410000,4995000,2005
Stockholm,Enskede,"Bordsvägen 53, 3 tr",3,68 ,3812,3100000,2895000,1946
Stockholm,Vasastan,Rörstrandsgatan 42,2,52 ,1827,5300000,4795000,1906
Stockholm,Vasastan,Gävlegatan 26,2,65 ,3250,5560000,5560000,2017
Stockholm,Stockholm,"Bergsmarksvägen 12, 2 tr",4,111 ,6302,7325000,7495000,1938
Stockholm,Gubbängen,Victor Balcks Väg 194,3,68 ,5071,2990000,2500000,2004
Nacka,Bastuområdet,"Bastuvägen 3, älta",4,82.8 ,4992,3195000,3195000,1985
Stockholm,Hammarbyhöjden,Paternostervägen 36,1,26 ,1206,2350000,1995000,1985
Stockholm,Stureby,Tussmötevägen 134A (31-1103),2,51 ,3422,3130000,3130000,2019
Stockholm,Vasastan,Frejgatan 20,3,71 ,3446,5550000,5495000,1940
Stockholm,HammarbySjöstad,"Hammarby Kaj 48, 1 tr",3,68 ,3131,4875000,4550000,2008
Stockholm,Svedmyra,"Brevvägen 6, 2 tr",2,40 ,2734,2410000,1995000,1949
Stockholm,Vasastan,"Upplandsgatan 77A, 2 tr ö.g",2,58 ,3055,5800000,5395000,1899
Stockholm,LångbroPark,Stora Kvinns Väg 68,3,86 ,5252,5400000,4395000,2008
Nacka,Nacka,"Ornövägen 12, 1 tr",1.5,37 ,2445,1600000,1495000,2008
Stockholm,Östermalm,Valhallavägen 14,3,67 ,2170,6190000,5995000,1903
Stockholm,Södermalm,Lundagatan 38A,2,41.5 ,2020,3550000,3195000,1903
Stockholm,Örby,Gamla Huddingevägen 419 2tr,4,83 ,3502,3450000,2975000,1958
Stockholm,GamlaEnskede,Nynäsvägen 366A 2tr,4,68 ,4979,3050000,2950000,1939
Nacka,Nacka,Norrholmsvägen 89,5,122 ,6069,3550000,3495000,1939
Nacka,Nacka,"Ormingeringen 19, Bv",3,70 ,4109,2200000,1995000,1939
Stockholm,Kista,Sorögatan 1,3,77 ,4426,2200000,2195000,1976
Stockholm,Olovslund,Gustav III:s väg 70,4,85 ,2443,4500000,4395000,1968
Stockholm,Högalid,Krukmakargatan 48,3,105 ,5309,8200000,7450000,1906
Stockholm,Kungsholmen,Svarvargatan 3,4,83 ,3423,7670000,6995000,1933
Stockholm,Skärholmen,Ekholmsvägen 250 A,4,91.5 ,6533,2340000,2290000,1990
Solna,Råsunda,Charlottenburgsvägen 26,1,23 ,1277,2260000,1795000,1990
Sollentuna,SollentunaCentrum,Attundagränd 5,3,71 ,4119,3450000,3495000,2016
Stockholm,Vasastan,"Birger Jarlsgatan 104 J, 1tr",1,21 ,1559,2670000,2195000,1939
Sollentuna,CentralaSollentuna,Sollentunavägen 166 ,2,43 ,3105,2525000,2600000,2014
Stockholm,Hägerstensåsen,Inteckningsvägen 85,2,46 ,2193,2700000,2295000,1945
Stockholm,Bromma,Slaggvägen 9,2,61 ,3206,2500000,2500000,1945
Stockholm,Bagarmossen,"Bergsrådsvägen 32, 2tr",3,68 ,4430,3725000,3195000,1954
Stockholm,Spånga,Norrskensbacken 1B,3,81.5 ,5814,2200000,2275000,1999
Stockholm,Vällingby,Duvedsvägen 13,2,60 ,3676,2250000,1995000,1955
Stockholm,Fruängen,Kata Dalströms gata 3,2,55 ,3120,2510000,1995000,1955
Stockholm,Bandhagen,Mosstenabacken 5,2,49.5 ,3069,2500000,1995000,1955
Stockholm,Vasastan,"Karlbergsvägen 57, 2tr.",3.5,74 ,2999,8100000,7395000,1903
Stockholm,HammarbySjöstad,Henriksdalsallén 36,4,100.5 ,5131,9125000,8500000,2012
Stockholm,Midsommarkransen,Valborgsmässovägen 30,2,34.5 ,2291,2700000,2195000,1940
Stockholm,GamlaEnskede,Tallkrogsvägen 8E,4,100 ,5277,5275000,4995000,1927
Sundbyberg,CentralaSundbyberg,Råstensgatan 13,1,35 ,2566,2400000,1995000,1945
Stockholm,HammarbySjöstad,Virkesvägen 19B,2,49 ,2764,3495000,3495000,2018
Stockholm,Stockholm,Mariehällsvägen 8,2,57.2 ,3827,3212500,3212500,2004
Sundbyberg,Sundbyberg,Råstensgatan 1B,3,71 ,4864,4430000,3995000,2004
Stockholm,Kungsholmen,Gyllenborgsgatan 13,3,68 ,3439,5510000,4795000,1927
Stockholm,Mariaberget,Brännkyrkagatan 52,3,67 ,3146,6650000,5795000,1892
Stockholm,Hjorthagen,"Älvkarleövägen 8, 2tr",2,44 ,2961,3240000,3250000,1936
Sollentuna,HäggvikStrand,Sollentunavägen 295,1,38 ,2264,2075000,1995000,2018
Stockholm,Annedal,Tappvägen 22,5,118 ,6181,6000000,5495000,2017
Solna,Bergshamra,Björnstigen 125,2,60.5 ,2933,3325000,2850000,1960
Solna,Hagalundsparken,"Solgatan 10, våning 7",3,73.5 ,4350,4080000,3975000,2012
Solna,Råsunda,"Råsundavägen 125, 4 tr",3,105 ,3960,7055000,6495000,1911
Nacka,Ljuskärrsberget,Ljuskärrsvägen 53,3,77.8 ,3829,2010000,1995000,1911
Stockholm,Stockholm,"Sankt Eriksgatan 11, 4 tr",2,39 ,1843,3620000,3350000,1913
Sundbyberg,CentralaSundbyberg,Vegagatan 18,1,24 ,1310,2300000,1995000,1947
Stockholm,Vasastan,Birger Jarlsgatan 79,2,66 ,1105,6110000,5495000,1916
Sundbyberg,LillaAlby,Högklintavägen 15,3,80.5 ,4308,4350000,3850000,1965
Stockholm,Bromma,Broderivägen 15A,2,39 ,2686,2800000,2350000,1945
Solna,Huvudsta,Huvudstagatan 19,1,17 ,1118,1800000,1595000,1953
Sollentuna,Tureberg,Vänortsstråket 71B,3,87.3 ,3974,2350000,1895000,1967
Stockholm,Ruddammen,"Ruddammsvägen 27, 3 tr",2,64.5 ,3616,4100000,3895000,1992
Stockholm,Årsta,Johanneshovsvägen 110,4,97 ,5291,5000000,4695000,2016
Solna,Järvastaden,"Fridensborgsvägen 121, Vån 1",1,42 ,2693,2225000,2250000,2019
Sollentuna,Silverdal,Margreteborgsvägen 22,3,79 ,4857,3500000,3500000,2013
Stockholm,Telefonplan,"Valborgsmässovägen 38, vån 3 av 3",2,35 ,2291,2800000,2195000,1939
Stockholm,Liljeholmskajen,"Sjöviksvägen 39, 2 tr",2,62 ,3109,4300000,3795000,1939
Stockholm,Skarpnäck,Segelflygsgatan 23,3,71 ,4933,2730000,2395000,1985
Stockholm,Vällingby,Råckstavägen 27,4,66 ,3768,2600000,2475000,2009
Stockholm,Råcksta,"Bättringsvägen 4, 4 tr",2,67.5 ,4209,2150000,1995000,2010
Stockholm,Kungsholmen,"Norra Agnegatan 32, vån 5",4,83 ,2762,9060000,8250000,1887
Solna,SolnaC,Skytteholmsvägen 41,2,60 ,3516,3450000,3450000,2003
Stockholm,Fredhäll,Snoilskyvägen 38,2.5,67 ,3300,5125000,4750000,1935
Stockholm,Södermalm,"Hornstulls Strand 13, 1 tr",2,46 ,2540,3990000,3495000,1938
Stockholm,Hägerstensåsen,Inteckningsvägen 21,2,51 ,2964,2850000,2195000,1945
Stockholm,Bromma,Allévägen 14 C,4,92 ,5205,7300000,6495000,1945
Stockholm,Östermalm,"Nybergsgatan 8, 3 tr",4,106 ,4908,11100000,10500000,1968
Stockholm,Södermalm,Gotlandsgatan 67,3,71 ,3280,6220000,5395000,1926
Stockholm,Södermalm,Flintbacken 6,1,29.5 ,1275,2500000,2295000,1964
Solna,Frösunda,Rosenborgsgatan 13,5,119 ,5699,6200000,5950000,2013
Stockholm,Årsta,Skälderviksplan 2,4,72 ,4632,3250000,3175000,1951
Stockholm,Bromma,Sulitelmavägen 16,2,61.7 ,3053,3660000,2975000,1938
Sundbyberg,CentralaSundbyberg,"Vegagatan 11B, vån 5",3,88.5 ,5990,4495000,4495000,1999
Stockholm,HammarbySjöstad,Sickla kanalgata 21,4,84 ,6355,8850000,7995000,2001
Stockholm,Aspudden,Hövdingagatan 40,2.5,71 ,3450,4530000,3795000,1949
Stockholm,Bromma,Pelle Svanslös Gata 3 vån 3,3,80.5 ,4302,3970000,3795000,2012
Stockholm,Årsta,Marviksvägen 7,2,64.5 ,3849,3900000,3295000,2008
Stockholm,Gärdet,"Öregrundsgatan 17, 3 tr",2,60.5 ,2545,4795000,4795000,2010
Stockholm,Hässelby,Aprikosgatan 25,3,73 ,4552,2410000,2195000,1958
Solna,Huvudsta,Storgatan 56 vån 7/7,3,76 ,3432,3650000,3395000,1983
Solna,Råsunda,"Näckrosvägen 5, 6 tr",3,74.5 ,4226,5100000,4295000,1944
Stockholm,Bromma,Björketorpsvägen 13,1,28 ,1850,1815000,1475000,1967
Stockholm,Kista,Helsingörsgatan 46,4,100 ,5853,2995000,2995000,1977
Stockholm,Vasastan,"Dalagatan 60, 2 tr",4,98 ,3835,10300000,9475000,1895
Stockholm,Södermalm,"Gotlandsgatan 71, 4 tr",2.5,70 ,3508,6350000,5475000,1926
Solna,Råsunda,Södra Långgatan 34,4,86 ,2769,5800000,5800000,1932
Stockholm,Liljeholmen,"Liljeholmstorget 14, vån 2",3,78.5 ,3575,4800000,4495000,2005
Stockholm,Årsta,Sköntorpsvägen 126,3,67.5 ,3745,3450000,3450000,1962
Stockholm,Katarina,Åsögatan 192,2,66.5 ,3223,4950000,4495000,1930
Stockholm,HammarbySjöstad,Virkesvägen 9G,1.5,44.5 ,2727,2975000,2950000,2019
Stockholm,Södermalm,"Högalidsgatan 52A, 3tr",1,33 ,2212,2980000,2550000,1911
Stockholm,Årsta,Bråviksvägen 22,3,58.5 ,3861,2900000,2475000,1944
Stockholm,Midsommarkransen,"Lötmogatan 7, vån 2",2,31 ,2635,2670000,1995000,1940
Stockholm,Skarpnäck,Pilotgatan 20,3,71 ,4455,2510000,1995000,1940
Solna,SolnaVästraSkogen,"Infanterigatan 11, Vån 7",1,44.5 ,2225,2350000,1995000,1962
Stockholm,Vasastan,Roslagsgatan 47,1,28 ,1560,2700000,2395000,1929
Stockholm,Vasastan,Torsgatan 74,2.5,72 ,3893,5170000,4995000,1924
Stockholm,Södermalm,"Fatburs Kvarngata 22, 4tr",3,77 ,4533,4740000,4595000,1991
Sundbyberg,SundbybergStrand,Hamngatan 18D,2,54.5 ,3480,3200000,2995000,2017
Stockholm,Fruängen,Vantörsvägen 285,2,43 ,2410,2650000,1995000,2014
Stockholm,Västertorp,Västertorpsvägen 20A,3,75 ,3312,3700000,2995000,1949
Stockholm,Farsta,Farstavägen 110A 1 tr,2,64 ,5085,2235000,1595000,1949
Stockholm,Johanneshov,Vänersborgsvägen 22,2,52 ,3575,3250000,2995000,1943
Stockholm,NedreGärdet,"Erik Dahlbergsgatan 18, 4 tr",3,83 ,4305,8300000,6895000,1932
Stockholm,Vasastan,Roslagsgatan 53,2,46 ,2480,4150000,3995000,1929
Nacka,Sickla,"Sickla Sjöväg 1, pl 3",4,100 ,4153,7495000,7495000,2009
Stockholm,Kungsholmen,Strålgatan 21,2,39 ,2735,3285000,2895000,1939
Stockholm,Midsommarkransen,Valborgsmässovägen 7,2,35 ,2235,2830000,2195000,1940
Stockholm,Liljeholmskajen,"Vingårdsgatan 46, 5 tr",3,77.5 ,3794,5170000,4250000,2003
Solna,VästraSkogen,"Arvid Tydéns Allé 4, 6tr",2,38 ,2058,2730000,2395000,2016
Stockholm,Kungsholmen,Sankt Göransgatan 153,1,22.5 ,1069,2350000,1950000,1950
Stockholm,Hagastaden,"Nina Einhorns gata 10, 8tr",2,41 ,2610,3550000,3550000,2018
Stockholm,Östermalm,"Östermalmsgatan 49, bv",1,28 ,1379,2995000,2995000,1883
Stockholm,Kungsholmen,"Garvargatan 22, 3tr",2,44 ,1820,4200000,3495000,1931
Stockholm,Västertorp,"Störtloppsvägen 42, vån 3 av 3",4,91 ,4875,4250000,3795000,1956
Solna,Solna,"Virebergsvägen 24, 7 tr",3.5,78 ,3492,4000000,3795000,1957
Stockholm,Enskede,"Majrovägen 16, 2 tr",2,53 ,3056,2560000,2295000,1947
Nacka,Kummelnäs,Sångfågelvägen 11A,4,135 ,6525,8450000,7950000,1907
Nacka,Finntorp,Blomstervägen 36,3,79.5 ,3893,3400000,3495000,1907
Stockholm,Kungsholmen,"Kellgrensgatan 10, 10 tr",2,53.5 ,3473,4200000,4150000,2015
Stockholm,Skärmarbrink,Thunbergsgatan 6,3,60 ,4059,3920000,3495000,2015
Stockholm,Vasastan,"Dalagatan 86D, 4tr",2,55 ,3110,5000000,4595000,1919
Stockholm,Vasastan,Dalagatan 44 A,2,44 ,985,4400000,3995000,1884
Stockholm,HammarbySjöstad,"Fredriksdalsgatan 1, 3tr",2,62.5 ,3388,4350000,4195000,2016
Stockholm,Kungsholmen,John Bergs Plan 4,2,38 ,1552,3100000,2775000,1936
Stockholm,Älvsjö,Rävsnäsvägen 34 2 tr,3,83 ,4414,3150000,2850000,1966
Stockholm,Södermalm,"Rosenlundsgatan 18, 5tr",3.5,71 ,3767,6000000,5475000,1931
Nacka,Saltsjöbaden,"Gamla Skolvägen 28, 3 tr",3,66 ,2743,2950000,3200000,1960
Stockholm,Liljeholmen,"Liljeholmsvägen 34, 4 tr",4,76 ,4005,5400000,4995000,1960
Stockholm,Vasastan,"Roslagsgatan 54A, 2 tr ög",2,51 ,2929,4450000,4450000,1905
Stockholm,Vasastan,"Upplandsgatan 37, 1.5 tr",3,88 ,3257,7500000,7350000,1881
Stockholm,Vasastan,"Sankt Eriksgatan 64, 5tr",2,46 ,1890,4300000,3950000,1929
Stockholm,Vasastan,"Upplandsgatan 52, 3tr",3,121 ,1089,12250000,11500000,1905
Stockholm,HammarbySjöstad,"Seglatsgatan 14, 4tr",3,82 ,4587,6050000,5695000,1905
Stockholm,Östermalm,Birger Jarlsgatan 103 B,2,51 ,2890,5200000,4950000,1884
Stockholm,Östermalm,"Sibyllegatan 43, 4tr",4,85 ,420,10200000,9500000,1884
Stockholm,Kungsholmen,"Celsiusgatan 5, 4tr",1,31 ,1543,3230000,2995000,1937
Stockholm,Östermalm,Floragatan 18,2,67 ,2953,7800000,6995000,1883
Stockholm,Bagarmossen,"Kolbäcksgränd 19, 1tr",3,72 ,4515,3640000,3500000,1954
Stockholm,Kungsholmen,"Geijersvägen 6, 2tr",1,36.5 ,1944,2850000,2695000,1954
Stockholm,Vasastan,"Vulcanusgatan 15, 3tr",3,87 ,3761,8310000,7495000,1927
Stockholm,Vasastan,"Torsplan 8, 15 tr",3,64 ,3909,7750000,7295000,2018
Stockholm,Vasastan,"Ynglingagatan 27, 1tr",2,60 ,2676,4495000,4495000,1924
Stockholm,Östermalm,"Skeppargatan 77, 3 tr.",1,33.5 ,1856,3285000,2695000,1933
Stockholm,Katarina,"Folkungagatan 69, 4 tr",3,90 ,2673,6700000,5950000,1971
Stockholm,Östermalm,Storskärsgatan 4,3,84 ,3869,7550000,7495000,1932
Sollentuna,Helenelund,Sollentunavägen 77 B,2,76 ,4290,2850000,2495000,2009
Stockholm,Stureby,"Götaforsvägen 3, 3 tr",2,55 ,3510,2375000,1950000,1952
Stockholm,Södermalm,Marmorgatan 11,2,51 ,4031,3510000,2995000,1952
Stockholm,Kungsholmen,"Parkgatan 8, 2 tr",3,80 ,4473,8950000,6950000,1898
Stockholm,Stockholm,Norrbackagatan 44.,2,48 ,1758,4550000,4475000,1910
Stockholm,Midsommarkransen,"Tellusborgsvägen 90, vån 2",1.5,37 ,2116,2715000,2195000,2012
Solna,SolnaJärvastaden,"Dammtorps Allé 3, vån 3",2,47 ,2857,2820000,2395000,2013
Sundbyberg,CentralaSundbyberg,Brunnsgatan 2 B,1,41 ,2898,2410000,1995000,1944
Sollentuna,Rotsunda,Bergkällavägen 68B,4,97.8 ,7502,1950000,1995000,1989
Sundbyberg,Rissne,Valkyriavägen 7,3,77 ,4349,2285000,1995000,1988
Stockholm,Bromma,Björnsonsgatan 138,1,31 ,1632,1950000,1790000,1952
Solna,Råsunda,Näckrosvägen 35,2,59 ,3263,3610000,2995000,1944
Stockholm,Katarina,Skånegatan 51,3,69 ,2602,6300000,5495000,1904
Sundbyberg,SundbybergStoraUrsvik,Skördegatan 4,2,52.2 ,3195,2450000,2195000,2013
Stockholm,Årsta,Årstavägen 3,5,109 ,5831,5630000,5395000,2016
Stockholm,Ormkärr,Olshammarsgatan 56,3,73 ,4572,2120000,1975000,1958
Stockholm,Södermalm,Assessorsgatan 16A,2.5,62 ,2279,5125000,4495000,1924
Stockholm,Hässelby,"Aprikosgatan 19A, 2 tr",2,53 ,3247,2150000,1995000,2002
Stockholm,Kungsholmen,"Industrigatan 14, 1,5 tr",1,36 ,2372,2810000,2900000,1934
Stockholm,Årsta,Johanneshovsvägen 102,3,81 ,4596,4950000,4295000,2017
Sollentuna,Tureberg,Vänortsstråket 59 C,3,87.3 ,3974,2490000,1995000,1967
Sundbyberg,Ursvik,Milstensvägen 27,4,81 ,4025,3200000,2995000,2012
Sundbyberg,CentralaSundbyberg,Vintergatan 4       ,3,76 ,4768,3400000,2795000,2012
Stockholm,Midsommarkransen,"Valborgsmässovägen 36, 3tr",1.5,34.5 ,2291,2520000,1995000,1939
Stockholm,Vasastan,"Västmannagatan 87A, 3tr",3,85 ,2815,8050000,7850000,1939
Stockholm,Högalid,"Tantogatan 41, 9tr",2,42.5 ,1803,3240000,2850000,1965
Stockholm,Liljeholmskajen,Marieviksgatan 42,2,70 ,3784,4500000,3995000,2010
Stockholm,Aspudden,Torsten Alms Gata 31,2.5,58 ,3631,3820000,3095000,1949
Stockholm,Spånga,"Almbygatan 10, 10tr",2,40 ,2333,1730000,1750000,2018
Stockholm,Enskededalen,Gamla Tyresövägen 351 D,3,68 ,2859,3625000,3095000,2012
Stockholm,Kärrtorp,Fyrskeppsvägen 15,3,71 ,4421,2800000,2800000,1949
Nacka,Finntorp,Fredrik Jahns gränd 8,2,59.5 ,2989,2780000,2595000,1951
Stockholm,Bagarmossen,"Emågatan 34, 2tr",2,57 ,3223,2850000,2295000,1954
Nacka,Jarlaberg,Landåvägen 4,3,89.5 ,5946,4995000,4995000,1989
Stockholm,Södermalm,"Folkskolegatan 5, 3 tr",1,33 ,2382,2810000,2495000,1937
Stockholm,Södermalm,Södermannagatan 55,3,76 ,1553,7500000,5995000,1930
Solna,Råsunda,Viktor Sjöströms Väg 5,5,116.5 ,6996,7700000,6250000,2006
Stockholm,SödraÄngby,Zornvägen 45,6,103 ,3929,6710000,5950000,1937
Solna,Skytteholm,"Ankdammsgatan 30, entréplan",2,53 ,2852,2690000,2295000,1959
Solna,GamlaHuvudsta,"Polhemsgatan 1, 1tr",2,68 ,2645,3275000,2750000,1950
Stockholm,Vasastan,Hälsingehöjden 11,2,68 ,2942,6000000,5395000,1924
Stockholm,Södermalm,Östgötagatan 68,2,53 ,1361,4700000,4195000,1912
